dyad,background,months,task,gesture,count_raw,count,ct_raw,ct,pro_rata,id
b16,Bengali,10,tp1,point,0,0,0,0,no,140
b16,Bengali,10,tp1,ho_gv,1,1,0,0,no,139
b16,Bengali,10,tp2,reach,0,0,0,0,no,144
b16,Bengali,10,tp2,point,0,0,0,0,no,143
b16,Bengali,10,tp2,ho_gv,2,2,0,0,no,142
b16,Bengali,11,five,reach,16,16,1,1,no,138
b16,Bengali,11,five,point,5,5,0,0,no,137
b16,Bengali,11,five,ho_gv,0,0,0,0,no,136
b16,Bengali,11,tp1,reach,0,0,0,0,no,141
b16,Bengali,11,tp1,point,0,0,0,0,no,140
b16,Bengali,11,tp1,ho_gv,4,4,0,0,no,139
b16,Bengali,11,tp2,reach,0,0,0,0,no,144
b16,Bengali,11,tp2,point,0,0,0,0,no,143
b16,Bengali,11,tp2,ho_gv,1,1,0,0,no,142
b16,Bengali,12,five,reach,1,1,0,0,no,138
b16,Bengali,12,five,point,9,9,0,0,no,137
b16,Bengali,12,five,ho_gv,0,0,0,0,no,136
b16,Bengali,12,tp1,reach,0,0,0,0,no,141
b16,Bengali,12,tp1,point,0,0,0,0,no,140
b16,Bengali,12,tp1,ho_gv,3,3,0,0,no,139
b16,Bengali,12,tp2,reach,0,0,0,0,no,144
b16,Bengali,12,tp2,point,0,0,0,0,no,143
b16,Bengali,12,tp2,ho_gv,2,2,0,0,no,142
b17,Bengali,10,five,reach,0,0,0,0,no,147
b17,Bengali,10,five,point,0,0,0,0,no,146
b17,Bengali,10,five,ho_gv,0,0,0,0,no,145
b17,Bengali,10,tp1,reach,0,0,0,0,no,150
b17,Bengali,10,tp1,point,0,0,0,0,no,149
b17,Bengali,10,tp1,ho_gv,1,1,0,0,no,148
b17,Bengali,10,tp2,reach,0,0,0,0,no,153
b17,Bengali,10,tp2,point,0,0,0,0,no,152
b17,Bengali,10,tp2,ho_gv,1,1,0,0,no,151
b17,Bengali,11,five,reach,NA,NA,0,0,no,147
b17,Bengali,11,five,point,NA,NA,0,0,no,146
b17,Bengali,11,five,ho_gv,NA,NA,0,0,no,145
b17,Bengali,11,tp1,reach,0,0,0,0,no,150
b17,Bengali,11,tp1,point,0,0,0,0,no,149
b17,Bengali,11,tp1,ho_gv,0,0,0,0,no,148
b17,Bengali,11,tp2,reach,NA,NA,0,0,no,153
b17,Bengali,11,tp2,point,NA,NA,0,0,no,152
b17,Bengali,11,tp2,ho_gv,NA,NA,0,0,no,151
b17,Bengali,12,five,reach,3,3,0,0,no,147
b17,Bengali,12,five,point,0,0,0,0,no,146
b17,Bengali,12,five,ho_gv,0,0,0,0,no,145
b17,Bengali,12,tp1,reach,0,0,0,0,no,150
b17,Bengali,12,tp1,point,0,0,0,0,no,149
b17,Bengali,12,tp1,ho_gv,0,0,0,0,no,148
b17,Bengali,12,tp2,reach,0,0,0,0,no,153
b17,Bengali,12,tp2,point,0,0,0,0,no,152
b17,Bengali,12,tp2,ho_gv,0,0,0,0,no,151
b18,Bengali,10,five,reach,2,2,0,0,no,156
b18,Bengali,10,five,point,1,1,0,0,no,155
b18,Bengali,10,five,ho_gv,0,0,0,0,no,154
b18,Bengali,10,tp1,reach,0,0,0,0,no,159
b18,Bengali,10,tp1,point,0,0,0,0,no,158
b18,Bengali,10,tp1,ho_gv,3,3,0,0,no,157
b18,Bengali,10,tp2,reach,0,0,0,0,no,162
b18,Bengali,10,tp2,point,0,0,0,0,no,161
b18,Bengali,10,tp2,ho_gv,3,3,0,0,no,160
b18,Bengali,11,five,reach,5,5,0,0,yes,156
b18,Bengali,11,five,point,2,2,0,0,yes,155
b18,Bengali,11,five,ho_gv,0,0,0,0,yes,154
b18,Bengali,11,tp1,reach,0,0,0,0,no,159
b18,Bengali,11,tp1,point,0,0,0,0,no,158
b18,Bengali,11,tp1,ho_gv,0,0,0,0,no,157
b18,Bengali,11,tp2,reach,0,0,0,0,no,162
b18,Bengali,11,tp2,point,0,0,0,0,no,161
b18,Bengali,11,tp2,ho_gv,4,4,0,0,no,160
b18,Bengali,12,five,reach,8,8,0,0,no,156
b18,Bengali,12,five,point,0,0,0,0,no,155
b18,Bengali,12,five,ho_gv,0,0,0,0,no,154
b18,Bengali,12,tp1,reach,0,0,0,0,no,159
b18,Bengali,12,tp1,point,0,0,0,0,no,158
b18,Bengali,12,tp1,ho_gv,12,12,0,0,no,157
b18,Bengali,12,tp2,reach,0,0,0,0,no,162
b18,Bengali,12,tp2,point,0,0,0,0,no,161
b18,Bengali,12,tp2,ho_gv,13,13,0,0,no,160
b19,Bengali,10,five,reach,3,3,0,0,no,165
b19,Bengali,10,five,point,0,0,0,0,no,164
b19,Bengali,10,five,ho_gv,0,0,0,0,no,163
b19,Bengali,10,tp1,reach,0,0,0,0,no,168
b19,Bengali,10,tp1,point,0,0,0,0,no,167
b19,Bengali,10,tp1,ho_gv,0,0,0,0,no,166
b19,Bengali,10,tp2,reach,0,0,0,0,no,171
b19,Bengali,10,tp2,point,0,0,0,0,no,170
b19,Bengali,10,tp2,ho_gv,0,0,0,0,no,169
b19,Bengali,11,five,reach,0,0,0,0,no,165
b19,Bengali,11,five,point,0,0,0,0,no,164
b19,Bengali,11,five,ho_gv,0,0,0,0,no,163
b19,Bengali,11,tp1,reach,0,0,0,0,no,168
b19,Bengali,11,tp1,point,0,0,0,0,no,167
b19,Bengali,11,tp1,ho_gv,0,0,0,0,no,166
b19,Bengali,11,tp2,reach,0,0,0,0,no,171
b19,Bengali,11,tp2,point,0,0,0,0,no,170
b19,Bengali,11,tp2,ho_gv,0,0,0,0,no,169
b19,Bengali,12,five,reach,1,1,0,0,no,165
b19,Bengali,12,five,point,0,0,0,0,no,164
b19,Bengali,12,five,ho_gv,0,0,0,0,no,163
b19,Bengali,12,tp1,reach,0,0,0,0,no,168
b19,Bengali,12,tp1,point,0,0,0,0,no,167
b19,Bengali,12,tp1,ho_gv,1,1,0,0,no,166
b19,Bengali,12,tp2,reach,0,0,0,0,no,171
b19,Bengali,12,tp2,point,0,0,0,0,no,170
b19,Bengali,12,tp2,ho_gv,2,2,0,0,no,169
b20,Bengali,10,five,reach,1,1,0,0,no,174
b20,Bengali,10,five,point,0,0,0,0,no,173
b20,Bengali,10,five,ho_gv,0,0,0,0,no,172
b20,Bengali,10,tp1,reach,0,0,0,0,no,177
b20,Bengali,10,tp1,point,0,0,0,0,no,176
b20,Bengali,10,tp1,ho_gv,0,0,0,0,no,175
b20,Bengali,10,tp2,reach,0,0,0,0,no,180
b20,Bengali,10,tp2,point,0,0,0,0,no,179
b20,Bengali,10,tp2,ho_gv,7,7,0,0,no,178
b20,Bengali,11,five,reach,1,1,0,0,no,174
b20,Bengali,11,five,point,0,0,0,0,no,173
b20,Bengali,11,five,ho_gv,0,0,0,0,no,172
b20,Bengali,11,tp1,reach,0,0,0,0,no,177
b20,Bengali,11,tp1,point,0,0,0,0,no,176
b20,Bengali,11,tp1,ho_gv,0,0,0,0,no,175
b20,Bengali,11,tp2,reach,0,0,0,0,no,180
b20,Bengali,11,tp2,point,0,0,0,0,no,179
b20,Bengali,11,tp2,ho_gv,2,2,0,0,no,178
b20,Bengali,12,five,reach,0,0,0,0,no,174
b20,Bengali,12,five,point,0,0,0,0,no,173
b20,Bengali,12,five,ho_gv,0,0,0,0,no,172
b20,Bengali,12,tp1,reach,0,0,0,0,no,177
b20,Bengali,12,tp1,point,0,0,0,0,no,176
b20,Bengali,12,tp1,ho_gv,6,6,0,0,no,175
b20,Bengali,12,tp2,reach,0,0,0,0,no,180
b20,Bengali,12,tp2,point,0,0,0,0,no,179
b20,Bengali,12,tp2,ho_gv,0,0,0,0,no,178
c01,Chinese,10,five,reach,1,5,0,0,yes,183
c01,Chinese,10,five,point,0,0,0,0,yes,182
c01,Chinese,10,five,ho_gv,0,0,0,0,yes,181
c01,Chinese,10,tp1,reach,0,0,0,0,no,186
c01,Chinese,10,tp1,point,0,0,0,0,no,185
c01,Chinese,10,tp1,ho_gv,0,0,0,0,no,184
c01,Chinese,10,tp2,reach,0,0,0,0,no,189
c01,Chinese,10,tp2,point,0,0,0,0,no,188
c01,Chinese,10,tp2,ho_gv,0,0,0,0,no,187
c01,Chinese,11,five,reach,6,6,1,1,no,183
c01,Chinese,11,five,point,1,1,0,0,no,182
c01,Chinese,11,five,ho_gv,0,0,0,0,no,181
c01,Chinese,11,tp1,reach,0,0,0,0,yes,186
c01,Chinese,11,tp1,point,0,0,0,0,yes,185
c01,Chinese,11,tp1,ho_gv,6,8,0,0,yes,184
c01,Chinese,11,tp2,reach,0,0,0,0,no,189
c01,Chinese,11,tp2,point,0,0,0,0,no,188
c01,Chinese,11,tp2,ho_gv,1,1,1,1,no,187
c01,Chinese,12,five,reach,3,3,1,1,no,183
c01,Chinese,12,five,point,6,6,4,4,no,182
c01,Chinese,12,five,ho_gv,0,0,0,0,no,181
c01,Chinese,12,tp1,reach,0,0,0,0,no,186
c01,Chinese,12,tp1,point,0,0,0,0,no,185
c01,Chinese,12,tp1,ho_gv,4,4,0,0,no,184
c01,Chinese,12,tp2,reach,0,0,0,0,no,189
c01,Chinese,12,tp2,point,0,0,0,0,no,188
c01,Chinese,12,tp2,ho_gv,3,3,0,0,no,187
c02,Chinese,10,five,reach,0,0,0,0,no,192
c02,Chinese,10,five,point,0,0,0,0,no,191
c02,Chinese,10,five,ho_gv,0,0,0,0,no,190
c02,Chinese,10,tp1,reach,0,0,0,0,yes,195
c02,Chinese,10,tp1,point,0,0,0,0,yes,194
c02,Chinese,10,tp1,ho_gv,7,11,0,0,yes,193
c02,Chinese,10,tp2,reach,0,0,0,0,no,198
c02,Chinese,10,tp2,point,0,0,0,0,no,197
c02,Chinese,10,tp2,ho_gv,1,1,0,0,no,196
c02,Chinese,11,five,reach,5,5,0,0,no,192
c02,Chinese,11,five,point,0,0,0,0,no,191
c02,Chinese,11,five,ho_gv,0,0,0,0,no,190
c02,Chinese,11,tp1,reach,1,1,0,0,no,195
c02,Chinese,11,tp1,point,0,0,0,0,no,194
c02,Chinese,11,tp1,ho_gv,25,25,0,0,no,193
c02,Chinese,11,tp2,reach,0,0,0,0,no,198
c02,Chinese,11,tp2,point,0,0,0,0,no,197
c02,Chinese,11,tp2,ho_gv,14,14,1,1,no,196
c02,Chinese,12,five,reach,2,2,0,0,no,192
c02,Chinese,12,five,point,0,0,0,0,no,191
c02,Chinese,12,five,ho_gv,0,0,0,0,no,190
c02,Chinese,12,tp1,reach,0,0,0,0,no,195
c02,Chinese,12,tp1,point,0,0,0,0,no,194
c02,Chinese,12,tp1,ho_gv,28,28,0,0,no,193
c02,Chinese,12,tp2,reach,0,0,0,0,no,198
c02,Chinese,12,tp2,point,0,0,0,0,no,197
c02,Chinese,12,tp2,ho_gv,21,21,0,0,no,196
c03,Chinese,10,five,reach,0,0,0,0,yes,201
c03,Chinese,10,five,point,0,0,0,0,yes,200
c03,Chinese,10,five,ho_gv,0,0,0,0,yes,199
c03,Chinese,10,tp1,reach,0,0,0,0,no,204
c03,Chinese,10,tp1,point,0,0,0,0,no,203
c03,Chinese,10,tp1,ho_gv,0,0,0,0,no,202
c03,Chinese,10,tp2,reach,0,0,0,0,no,207
c03,Chinese,10,tp2,point,0,0,0,0,no,206
c03,Chinese,10,tp2,ho_gv,0,0,0,0,no,205
c03,Chinese,11,five,reach,0,0,0,0,no,201
c03,Chinese,11,five,point,0,0,0,0,no,200
c03,Chinese,11,five,ho_gv,0,0,0,0,no,199
c03,Chinese,11,tp1,reach,0,0,0,0,no,204
c03,Chinese,11,tp1,point,0,0,0,0,no,203
c03,Chinese,11,tp1,ho_gv,4,4,0,0,no,202
c03,Chinese,11,tp2,reach,0,0,0,0,no,207
c03,Chinese,11,tp2,point,0,0,0,0,no,206
c03,Chinese,11,tp2,ho_gv,0,0,0,0,no,205
c03,Chinese,12,five,reach,0,0,0,0,no,201
c03,Chinese,12,five,point,6,6,0,0,no,200
c03,Chinese,12,five,ho_gv,0,0,0,0,no,199
c03,Chinese,12,tp1,reach,0,0,0,0,no,204
c03,Chinese,12,tp1,point,0,0,0,0,no,203
c03,Chinese,12,tp1,ho_gv,4,4,0,0,no,202
c03,Chinese,12,tp2,reach,0,0,0,0,no,207
c03,Chinese,12,tp2,point,0,0,0,0,no,206
c03,Chinese,12,tp2,ho_gv,2,2,0,0,no,205
c04,Chinese,10,five,reach,3,3,0,0,no,210
c04,Chinese,10,five,point,5,5,1,1,no,209
c04,Chinese,10,five,ho_gv,0,0,0,0,no,208
c04,Chinese,10,tp1,reach,0,0,0,0,no,213
c04,Chinese,10,tp1,point,0,0,0,0,no,212
c04,Chinese,10,tp1,ho_gv,1,1,0,0,no,211
c04,Chinese,10,tp2,reach,0,0,0,0,no,216
c04,Chinese,10,tp2,point,0,0,0,0,no,215
c04,Chinese,10,tp2,ho_gv,0,0,0,0,no,214
c04,Chinese,11,five,reach,4,4,1,1,no,210
c04,Chinese,11,five,point,4,4,2,2,no,209
c04,Chinese,11,five,ho_gv,0,0,0,0,no,208
c04,Chinese,11,tp1,reach,0,0,0,0,no,213
c04,Chinese,11,tp1,point,0,0,0,0,no,212
c04,Chinese,11,tp1,ho_gv,5,5,0,0,no,211
c04,Chinese,11,tp2,reach,1,1,0,0,no,216
c04,Chinese,11,tp2,point,1,1,1,1,no,215
c04,Chinese,11,tp2,ho_gv,1,1,0,0,no,214
c04,Chinese,12,five,reach,1,1,1,1,no,210
c04,Chinese,12,five,point,11,11,4,4,no,209
c04,Chinese,12,five,ho_gv,0,0,0,0,no,208
c04,Chinese,12,tp1,reach,1,1,0,0,no,213
c04,Chinese,12,tp1,point,2,2,0,0,no,212
c04,Chinese,12,tp1,ho_gv,28,28,0,0,no,211
c04,Chinese,12,tp2,reach,0,0,0,0,no,216
c04,Chinese,12,tp2,point,0,0,0,0,no,215
c04,Chinese,12,tp2,ho_gv,1,1,0,0,no,214
c05,Chinese,10,five,reach,6,6,3,3,no,219
c05,Chinese,10,five,point,0,0,0,0,no,218
c05,Chinese,10,five,ho_gv,0,0,0,0,no,217
c05,Chinese,10,tp1,reach,0,0,0,0,no,222
c05,Chinese,10,tp1,point,0,0,0,0,no,221
c05,Chinese,10,tp1,ho_gv,0,0,0,0,no,220
c05,Chinese,10,tp2,reach,0,0,0,0,no,225
c05,Chinese,10,tp2,point,0,0,0,0,no,224
c05,Chinese,10,tp2,ho_gv,6,6,1,1,no,223
c05,Chinese,11,five,reach,10,10,6,6,no,219
c05,Chinese,11,five,point,0,0,0,0,no,218
c05,Chinese,11,five,ho_gv,0,0,0,0,no,217
c05,Chinese,11,tp1,reach,0,0,0,0,no,222
c05,Chinese,11,tp1,point,0,0,0,0,no,221
c05,Chinese,11,tp1,ho_gv,7,7,0,0,no,220
c05,Chinese,11,tp2,reach,0,0,0,0,no,225
c05,Chinese,11,tp2,point,0,0,0,0,no,224
c05,Chinese,11,tp2,ho_gv,1,1,0,0,no,223
c05,Chinese,12,five,reach,3,3,2,2,no,219
c05,Chinese,12,five,point,0,0,0,0,no,218
c05,Chinese,12,five,ho_gv,0,0,0,0,no,217
c05,Chinese,12,tp1,reach,0,0,0,0,no,222
c05,Chinese,12,tp1,point,0,0,0,0,no,221
c05,Chinese,12,tp1,ho_gv,0,0,0,0,no,220
c05,Chinese,12,tp2,reach,0,0,0,0,no,225
c05,Chinese,12,tp2,point,0,0,0,0,no,224
c05,Chinese,12,tp2,ho_gv,0,0,0,0,no,223
c06,Chinese,10,five,reach,0,0,0,0,no,228
c06,Chinese,10,five,point,4,4,2,2,no,227
c06,Chinese,10,five,ho_gv,0,0,0,0,no,226
c06,Chinese,10,tp1,reach,0,0,0,0,no,231
c06,Chinese,10,tp1,point,2,2,0,0,no,230
c06,Chinese,10,tp1,ho_gv,1,1,0,0,no,229
c06,Chinese,10,tp2,reach,0,0,0,0,no,234
c06,Chinese,10,tp2,point,0,0,0,0,no,233
c06,Chinese,10,tp2,ho_gv,2,2,0,0,no,232
c06,Chinese,11,five,reach,0,0,0,0,yes,228
c06,Chinese,11,five,point,4,5,1,1,yes,227
c06,Chinese,11,five,ho_gv,1,1,0,0,yes,226
c06,Chinese,11,tp1,reach,0,0,0,0,no,231
c06,Chinese,11,tp1,point,0,0,0,0,no,230
c06,Chinese,11,tp1,ho_gv,2,2,0,0,no,229
c06,Chinese,11,tp2,reach,0,0,0,0,no,234
c06,Chinese,11,tp2,point,2,2,1,1,no,233
c06,Chinese,11,tp2,ho_gv,0,0,0,0,no,232
c06,Chinese,12,five,reach,3,3,3,3,no,228
c06,Chinese,12,five,point,15,15,12,12,no,227
c06,Chinese,12,five,ho_gv,0,0,0,0,no,226
c06,Chinese,12,tp1,reach,0,0,0,0,no,231
c06,Chinese,12,tp1,point,8,8,1,1,no,230
c06,Chinese,12,tp1,ho_gv,0,0,0,0,no,229
c06,Chinese,12,tp2,reach,0,0,0,0,no,234
c06,Chinese,12,tp2,point,5,5,1,1,no,233
c06,Chinese,12,tp2,ho_gv,8,8,0,0,no,232
c07,Chinese,10,five,reach,5,5,2,2,no,237
c07,Chinese,10,five,point,0,0,0,0,no,236
c07,Chinese,10,five,ho_gv,0,0,0,0,no,235
c07,Chinese,10,tp1,reach,0,0,0,0,no,240
c07,Chinese,10,tp1,point,0,0,0,0,no,239
c07,Chinese,10,tp1,ho_gv,0,0,0,0,no,238
c07,Chinese,10,tp2,reach,0,0,0,0,no,243
c07,Chinese,10,tp2,point,0,0,0,0,no,242
c07,Chinese,10,tp2,ho_gv,2,2,0,0,no,241
c07,Chinese,11,five,reach,4,4,0,0,no,237
c07,Chinese,11,five,point,0,0,0,0,no,236
c07,Chinese,11,five,ho_gv,0,0,0,0,no,235
c07,Chinese,11,tp1,reach,0,0,0,0,no,240
c07,Chinese,11,tp1,point,0,0,0,0,no,239
c07,Chinese,11,tp1,ho_gv,0,0,0,0,no,238
c07,Chinese,11,tp2,reach,0,0,0,0,no,243
c07,Chinese,11,tp2,point,0,0,0,0,no,242
c07,Chinese,11,tp2,ho_gv,0,0,0,0,no,241
c07,Chinese,12,five,reach,6,6,1,1,no,237
c07,Chinese,12,five,point,0,0,0,0,no,236
c07,Chinese,12,five,ho_gv,0,0,0,0,no,235
c07,Chinese,12,tp1,reach,0,0,0,0,no,240
c07,Chinese,12,tp1,point,0,0,0,0,no,239
c07,Chinese,12,tp1,ho_gv,0,0,0,0,no,238
c07,Chinese,12,tp2,reach,0,0,0,0,no,243
c07,Chinese,12,tp2,point,0,0,0,0,no,242
c07,Chinese,12,tp2,ho_gv,0,0,0,0,no,241
c08,Chinese,10,five,reach,6,6,2,2,no,246
c08,Chinese,10,five,point,0,0,0,0,no,245
c08,Chinese,10,five,ho_gv,0,0,0,0,no,244
c08,Chinese,10,tp1,reach,0,0,0,0,no,249
c08,Chinese,10,tp1,point,0,0,0,0,no,248
c08,Chinese,10,tp1,ho_gv,6,6,2,2,no,247
c08,Chinese,10,tp2,reach,1,1,0,0,no,252
c08,Chinese,10,tp2,point,0,0,0,0,no,251
c08,Chinese,10,tp2,ho_gv,2,2,0,0,no,250
c08,Chinese,11,five,reach,5,5,2,2,no,246
c08,Chinese,11,five,point,8,8,7,7,no,245
c08,Chinese,11,five,ho_gv,0,0,0,0,no,244
c08,Chinese,11,tp1,reach,0,0,0,0,no,249
c08,Chinese,11,tp1,point,0,0,0,0,no,248
c08,Chinese,11,tp1,ho_gv,17,17,0,0,no,247
c08,Chinese,11,tp2,reach,0,0,0,0,no,252
c08,Chinese,11,tp2,point,1,1,0,0,no,251
c08,Chinese,11,tp2,ho_gv,14,14,3,3,no,250
c08,Chinese,12,five,reach,5,5,2,2,no,246
c08,Chinese,12,five,point,4,4,2,2,no,245
c08,Chinese,12,five,ho_gv,0,0,0,0,no,244
c08,Chinese,12,tp1,reach,0,0,0,0,no,249
c08,Chinese,12,tp1,point,0,0,0,0,no,248
c08,Chinese,12,tp1,ho_gv,6,6,0,0,no,247
c08,Chinese,12,tp2,reach,0,0,0,0,no,252
c08,Chinese,12,tp2,point,0,0,0,0,no,251
c08,Chinese,12,tp2,ho_gv,16,16,3,3,no,250
c09,Chinese,10,five,reach,0,0,0,0,yes,255
c09,Chinese,10,five,point,0,0,0,0,yes,254
c09,Chinese,10,five,ho_gv,0,0,0,0,yes,253
c09,Chinese,10,tp1,reach,0,0,0,0,no,258
c09,Chinese,10,tp1,point,1,1,1,1,no,257
c09,Chinese,10,tp1,ho_gv,7,7,0,0,no,256
c09,Chinese,10,tp2,reach,0,0,0,0,no,261
c09,Chinese,10,tp2,point,0,0,0,0,no,260
c09,Chinese,10,tp2,ho_gv,2,2,0,0,no,259
c09,Chinese,11,five,reach,0,0,0,0,no,255
c09,Chinese,11,five,point,6,6,2,2,no,254
c09,Chinese,11,five,ho_gv,0,0,0,0,no,253
c09,Chinese,11,tp1,reach,0,0,0,0,no,258
c09,Chinese,11,tp1,point,3,3,0,0,no,257
c09,Chinese,11,tp1,ho_gv,2,2,1,1,no,256
c09,Chinese,11,tp2,reach,0,0,0,0,no,261
c09,Chinese,11,tp2,point,5,5,0,0,no,260
c09,Chinese,11,tp2,ho_gv,1,1,0,0,no,259
c09,Chinese,12,five,reach,0,0,0,0,yes,255
c09,Chinese,12,five,point,15,18,7,8,yes,254
c09,Chinese,12,five,ho_gv,0,0,0,0,yes,253
c09,Chinese,12,tp1,reach,0,0,0,0,no,258
c09,Chinese,12,tp1,point,3,3,1,1,no,257
c09,Chinese,12,tp1,ho_gv,8,8,2,2,no,256
c09,Chinese,12,tp2,reach,0,0,0,0,no,261
c09,Chinese,12,tp2,point,1,1,0,0,no,260
c09,Chinese,12,tp2,ho_gv,3,3,1,1,no,259
c10,Chinese,10,five,reach,3,3,0,0,no,264
c10,Chinese,10,five,point,0,0,0,0,no,263
c10,Chinese,10,five,ho_gv,0,0,0,0,no,262
c10,Chinese,10,tp1,reach,0,0,0,0,no,267
c10,Chinese,10,tp1,point,0,0,0,0,no,266
c10,Chinese,10,tp1,ho_gv,1,1,0,0,no,265
c10,Chinese,10,tp2,reach,0,0,0,0,no,270
c10,Chinese,10,tp2,point,0,0,0,0,no,269
c10,Chinese,10,tp2,ho_gv,0,0,0,0,no,268
c10,Chinese,11,five,reach,5,5,0,0,no,264
c10,Chinese,11,five,point,0,0,0,0,no,263
c10,Chinese,11,five,ho_gv,0,0,0,0,no,262
c10,Chinese,11,tp1,reach,0,0,0,0,no,267
c10,Chinese,11,tp1,point,0,0,0,0,no,266
c10,Chinese,11,tp1,ho_gv,1,1,0,0,no,265
c10,Chinese,11,tp2,reach,0,0,0,0,no,270
c10,Chinese,11,tp2,point,0,0,0,0,no,269
c10,Chinese,11,tp2,ho_gv,0,0,0,0,no,268
c10,Chinese,12,five,reach,0,0,0,0,no,264
c10,Chinese,12,five,point,3,3,0,0,no,263
c10,Chinese,12,five,ho_gv,0,0,0,0,no,262
c10,Chinese,12,tp1,reach,0,0,0,0,no,267
c10,Chinese,12,tp1,point,0,0,0,0,no,266
c10,Chinese,12,tp1,ho_gv,0,0,0,0,no,265
c10,Chinese,12,tp2,reach,0,0,0,0,no,270
c10,Chinese,12,tp2,point,0,0,0,0,no,269
c10,Chinese,12,tp2,ho_gv,1,1,0,0,no,268
c11,Chinese,10,five,reach,0,0,0,0,no,273
c11,Chinese,10,five,point,0,0,0,0,no,272
